bboxes,scores,labels,timestamp,width,height,cctvid,region_and_name,centername,img_directory
"[[1248.2773209596248, 1008.6910433721414, 629.1006489511348, 720]]",[0.940123200323213],[18],1693537372532,1280,720,E910133,[경부선]북대구,국가교통정보센터(고속도로),C:/cctv_images\E910133_1693537372532.jpg
"[[1248.2773209596248, 830.3943891714304, 629.1006489511348, 647.1057734488724]]",[0.8585692915196659],[13],1693537372532,1280,720,E910133,[경부선]북대구,국가교통정보센터(고속도로),C:/cctv_images\E910133_1693537372532.jpg
"[[1248.2773209596248, 579.2235666486226, 629.1006489511348, 662.7446871141306]]",[0.755604094579526],[3],1693537372532,1280,720,E910133,[경부선]북대구,국가교통정보센터(고속도로),C:/cctv_images\E910133_1693537372532.jpg
"[[1248.2773209596248, 613.0239871395206, 629.1006489511348, 226.76979627539941]]",[0.6880046522779666],[15],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 284.2407685135969, 629.1006489511348, 59.77835230347831]]",[0.9420881919263202],[19],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 101.11157228133514, 629.1006489511348, 175.59245220923688]]",[0.7252674601925565],[14],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 298.8305616178834, 629.1006489511348, 252.1969661875624]]",[0.7742265446164092],[6],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 640, 629.1006489511348, 96.95258415546813]]",[0.5755053617143876],[20],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 479.4715786114176, 629.1006489511348, 197.67644916000896]]",[0.7001382884235224],[3],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 640, 629.1006489511348, 360]]",[0.6023762709704694],[12],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 358.67362759119067, 629.1006489511348, 104.96991648722815]]",[0.8791654029343964],[15],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 287.62643206571636, 629.1006489511348, 299.57755759982587]]",[0.893791461125554],[13],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 299.08765109269154, 629.1006489511348, 279.6135829001156]]",[0.7447098274535016],[10],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 389.98467186070445, 629.1006489511348, 298.6442317704374]]",[0.9835340583950843],[20],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 124.48795557720163, 629.1006489511348, 360]]",[0.7753452723688549],[21],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 640, 629.1006489511348, 242.44290041182677]]",[0.7978586333547266],[0],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 101.19401514080523, 629.1006489511348, 360]]",[0.8370841561024559],[6],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 500.55362666710226, 629.1006489511348, 349.1833055626328]]",[0.9004491917346451],[22],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 519.8457123549167, 629.1006489511348, 260.46217271483476]]",[0.8600438437400622],[11],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 376.9648391218413, 629.1006489511348, 325.90160456154734]]",[0.5160930794682379],[13],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 116.37891223548542, 629.1006489511348, 116.40824275599442]]",[0.8956907929658182],[22],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 137.9640949762474, 629.1006489511348, 360]]",[0.6687313134288329],[4],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 640, 629.1006489511348, 298.58049631657315]]",[0.662477828127583],[2],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 306.86330896288337, 629.1006489511348, 145.0386061513899]]",[0.8951924538454359],[2],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 628.7328281357373, 629.1006489511348, 181.78808590584134]]",[0.7955365321619152],[10],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 535.24656148266, 629.1006489511348, 91.82264107960086]]",[0.7319128486816557],[7],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 381.10889562584873, 629.1006489511348, 163.20453423964688]]",[0.5390763349310758],[17],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 594.187990988356, 629.1006489511348, 360]]",[0.8733292733289688],[18],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 163.08041202360266, 629.1006489511348, 112.51385455475204]]",[0.5934104845366368],[8],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 409.05545056940946, 629.1006489511348, 88.69070874678141]]",[0.9304244798725123],[5],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 259.7738736621286, 629.1006489511348, 322.8206309845575]]",[0.9454232829573777],[6],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 295.11416585657105, 629.1006489511348, 236.50875640472995]]",[0.7450238013753097],[0],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 640, 629.1006489511348, 269.74632083261963]]",[0.5721300676416644],[14],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 437.31682218058205, 629.1006489511348, 157.47320700820495]]",[0.859189388913316],[8],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 313.46187001961005, 629.1006489511348, 237.63979061844975]]",[0.5597257811278471],[8],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 640, 629.1006489511348, 63.284603840505994]]",[0.8931330097713475],[0],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 288.1560472381394, 629.1006489511348, 360]]",[0.8238727506736272],[18],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 271.19257717595366, 629.1006489511348, 200.5118846290447]]",[0.5045212489464841],[2],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 629.5653616741156, 629.1006489511348, 360]]",[0.558630171284451],[22],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 78.06921865936488, 629.1006489511348, 319.58816343255717]]",[0.535147988022328],[0],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 436.45263097234476, 629.1006489511348, 343.2876877438856]]",[0.847726394722367],[5],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 640, 629.1006489511348, 360]]",[0.8078675293413909],[19],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 299.1971335371878, 629.1006489511348, 150.95527486658347]]",[0.6981242318044887],[2],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 419.4532646523667, 629.1006489511348, 213.3050123092238]]",[0.9026357255661255],[3],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 616.3355798314533, 629.1006489511348, 164.558999538399]]",[0.8886095970640355],[6],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 534.9800144418854, 629.1006489511348, 73.89868906808567]]",[0.9900925338254934],[11],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 571.942236726955, 629.1006489511348, 136.77228337184295]]",[0.7750233982598957],[4],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 537.4316906881556, 629.1006489511348, 307.20295045978173]]",[0.7866825264548845],[12],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 68.80181764330615, 629.1006489511348, 360]]",[0.989564273256502],[20],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 640, 629.1006489511348, 239.6635409261057]]",[0.5642150090752422],[8],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 595.5012114288521, 629.1006489511348, 253.06035375398412]]",[0.6760544858261577],[17],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 216.97154675646493, 629.1006489511348, 360]]",[0.8864850240955466],[19],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 387.6698519675645, 629.1006489511348, 22.79262231070091]]",[0.6725433644049996],[0],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 316.5500787655792, 629.1006489511348, 360]]",[0.5124780299293226],[9],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 541.8941249916318, 629.1006489511348, 281.0542080880714]]",[0.7202868737919493],[22],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 237.2563487156412, 629.1006489511348, 213.0192995685664]]",[0.517539605716498],[8],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 563.6992415428963, 629.1006489511348, 184.10646106530473]]",[0.5234479743178935],[17],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 176.65170878378325, 629.1006489511348, 96.11669787369647]]",[0.9925783914699213],[6],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 640, 629.1006489511348, 73.43322457161035]]",[0.7240696574564045],[12],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 640, 629.1006489511348, 136.73791419082968]]",[0.7077296430232402],[8],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 258.86390399364666, 629.1006489511348, 360]]",[0.5380293574998594],[17],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 76.16570035082276, 629.1006489511348, 266.7169529186083]]",[0.9236403226732578],[5],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 640, 629.1006489511348, 354.5121300063432]]",[0.5118577645398404],[17],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 480.6000402915114, 629.1006489511348, 116.35177632345125]]",[0.9504880805606949],[15],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 354.3098445662516, 629.1006489511348, 259.91624678667563]]",[0.9887004995562443],[7],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 430.39800295968996, 629.1006489511348, 360]]",[0.5366520762651004],[19],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 236.18603583921794, 629.1006489511348, 310.82395404201577]]",[0.6245063279664013],[10],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 126.86716970108209, 629.1006489511348, 225.3757316869707]]",[0.7709857012262065],[11],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 262.98357481455724, 629.1006489511348, 291.43606785125746]]",[0.8711590361493817],[18],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 213.2651010191845, 629.1006489511348, 19.01998982024326]]",[0.8092111274113687],[5],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 422.63539135714433, 629.1006489511348, 162.0784704909633]]",[0.5397813613237512],[6],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 454.4379112062884, 629.1006489511348, 180.0194051592232]]",[0.9011895325884325],[2],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 113.69250229583254, 629.1006489511348, 311.52419322482064]]",[0.9765113137501339],[7],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 103.84439146966962, 629.1006489511348, 102.03386209374794]]",[0.7984717429353538],[8],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 215.28072408330704, 629.1006489511348, 144.94029118835243]]",[0.902942600690585],[15],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 585.2938664113664, 629.1006489511348, 360]]",[0.7050642620247398],[6],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 505.55198520251815, 629.1006489511348, 68.76787293413948]]",[0.5920997106057814],[13],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 264.3900404627742, 629.1006489511348, 279.04933796489723]]",[0.9527784338926439],[14],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 110.96835827990698, 629.1006489511348, 281.8884390630509]]",[0.9272212411184537],[9],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 640, 629.1006489511348, 360]]",[0.6201544765584397],[11],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 418.7872546747851, 629.1006489511348, 360]]",[0.6188567540512235],[5],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 388.75414324274084, 629.1006489511348, 360]]",[0.7503956445492678],[13],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 298.4726009170706, 629.1006489511348, 260.3220149147705]]",[0.559597347916029],[18],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 155.77141005320186, 629.1006489511348, 186.96714139600658]]",[0.835077616759181],[16],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 290.276956637013, 629.1006489511348, 276.05609182213476]]",[0.6240828100986873],[7],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 193.2531678817374, 629.1006489511348, 280.5950438031579]]",[0.6143830116022884],[7],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 640, 629.1006489511348, 80.9605206531535]]",[0.7322127208505209],[20],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 398.29776022704925, 629.1006489511348, 166.30349141460385]]",[0.5771924912762831],[2],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 536.271679103817, 629.1006489511348, 83.45351189405538]]",[0.7807998685507136],[12],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 283.64292618696925, 629.1006489511348, 360]]",[0.9994269544745796],[7],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 563.4807369173728, 629.1006489511348, 166.91317467895976]]",[0.9635747673153796],[6],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 200.35642340638395, 629.1006489511348, 201.04796812075935]]",[0.713713439121133],[15],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 275.3264954016665, 629.1006489511348, 41.93507742729297]]",[0.7717367890843068],[22],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 494.0281208322576, 629.1006489511348, 279.8052478449166]]",[0.5627345227042446],[4],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 110.55857921033004, 629.1006489511348, 242.2086539834031]]",[0.6318471481965866],[8],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 481.69974171061034, 629.1006489511348, 203.53078007976927]]",[0.9919092983033484],[4],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 388.74198520925665, 629.1006489511348, 216.50894393396726]]",[0.5057133038734597],[9],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 91.73801211497808, 629.1006489511348, 175.14365536141426]]",[0.8306632198652877],[20],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 640, 629.1006489511348, 360]]",[0.7768400798996095],[9],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 231.5510124282817, 629.1006489511348, 173.24277381152024]]",[0.9750798001507381],[15],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 640, 629.1006489511348, 100.12337543620416]]",[0.6266943672187018],[4],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 175.47382267208644, 629.1006489511348, 308.4255668807259]]",[0.7007239180348768],[20],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 499.3080071460102, 629.1006489511348, 100.22292068678678]]",[0.9382114590904236],[2],1693537372534,640,360,E911752,[수도권제1순환선]안양터널,국가교통정보센터(고속도로),/home/cctv_images\E911752_1693537372534.jpg
"[[1248.2773209596248, 52.0843910273304, 629.1006489511348, 595.4867529839396]]",[0.628736429447394],[14],1693537372535,1280,720,E912639,[중부내륙선]선무천교,국가교통정보센터(고속도로),/home/cctv_images\E912639_1693537372535.jpg
"[[1248.2773209596248, 1066.4184534366282, 629.1006489511348, 557.5028292340085]]",[0.8809215738296705],[16],1693537372535,1280,720,E912639,[중부내륙선]선무천교,국가교통정보센터(고속도로),/home/cctv_images\E912639_1693537372535.jpg
"[[1248.2773209596248, 1280, 629.1006489511348, 102.28323704245942]]",[0.7712815988300261],[21],1693537372535,1280,720,E912639,[중부내륙선]선무천교,국가교통정보센터(고속도로),/home/cctv_images\E912639_1693537372535.jpg
"[[1248.2773209596248, 453.71204573036744, 629.1006489511348, 133.8948822365884]]",[0.6036652782976455],[12],1693537372535,1280,720,E912639,[중부내륙선]선무천교,국가교통정보센터(고속도로),/home/cctv_images\E912639_1693537372535.jpg
"[[1248.2773209596248, 551.706696605443, 629.1006489511348, 490.8788974848638]]",[0.7818451753156612],[15],1693537372535,1280,720,E912639,[중부내륙선]선무천교,국가교통정보센터(고속도로),/home/cctv_images\E912639_1693537372535.jpg
"[[1248.2773209596248, 41.86646203205592, 629.1006489511348, 270.52363022371344]]",[0.9618483970883636],[22],1693537372535,1280,720,E912639,[중부내륙선]선무천교,국가교통정보센터(고속도로),/home/cctv_images\E912639_1693537372535.jpg
"[[1248.2773209596248, 739.540794447854, 629.1006489511348, 609.7352952469868]]",[0.9493453969951196],[10],1693537372535,1280,720,E912639,[중부내륙선]선무천교,국가교통정보센터(고속도로),/home/cctv_images\E912639_1693537372535.jpg
"[[1248.2773209596248, 858.006504786614, 629.1006489511348, 558.0116746222836]]",[0.9985896311242373],[12],1693537372535,1280,720,E912639,[중부내륙선]선무천교,국가교통정보센터(고속도로),/home/cctv_images\E912639_1693537372535.jpg
"[[1248.2773209596248, 169.91287366443075, 629.1006489511348, 123.24585181642937]]",[0.7472731434738751],[6],1693537372535,1280,720,E912639,[중부내륙선]선무천교,국가교통정보센터(고속도로),/home/cctv_images\E912639_1693537372535.jpg
"[[1248.2773209596248, 1104.807545267005, 629.1006489511348, 289.17085844659573]]",[0.8788879936991685],[3],1693537372535,1280,720,E912639,[중부내륙선]선무천교,국가교통정보센터(고속도로),/home/cctv_images\E912639_1693537372535.jpg
"[[1248.2773209596248, 389.1766729988922, 629.1006489511348, 559.5688696598776]]",[0.660899871299166],[14],1693537372535,1280,720,E912639,[중부내륙선]선무천교,국가교통정보센터(고속도로),/home/cctv_images\E912639_1693537372535.jpg
"[[1248.2773209596248, 906.4983951661492, 629.1006489511348, 633.660879749385]]",[0.5683069059285817],[8],1693537372535,1280,720,E912639,[중부내륙선]선무천교,국가교통정보센터(고속도로),/home/cctv_images\E912639_1693537372535.jpg
"[[1248.2773209596248, 794.2770090115904, 629.1006489511348, 247.56378820492347]]",[0.683864017546268],[18],1693537372535,1280,720,E912639,[중부내륙선]선무천교,국가교통정보센터(고속도로),/home/cctv_images\E912639_1693537372535.jpg
"[[1248.2773209596248, 1041.9052490658285, 629.1006489511348, 720]]",[0.900706029010716],[8],1693537372535,1280,720,E912639,[중부내륙선]선무천교,국가교통정보센터(고속도로),/home/cctv_images\E912639_1693537372535.jpg
"[[1248.2773209596248, 559.1732344304745, 629.1006489511348, 489.54291910708525]]",[0.7964024322219341],[19],1693537372535,1280,720,E912639,[중부내륙선]선무천교,국가교통정보센터(고속도로),/home/cctv_images\E912639_1693537372535.jpg
